 Nascidos vivos - São Paulo
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2015
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"353280 Nova Aliança";8;4;7;6;8;7;3;13;5;5;7;9;82
"353282 Nova Campina";13;11;14;10;16;14;10;14;16;8;5;14;145
"353284 Nova Canaã Paulista";1;4;3;-;2;2;1;2;2;1;1;1;20
"353286 Nova Castilho";1;5;1;1;1;-;2;5;-;2;-;2;20
"353290 Nova Europa";15;9;17;12;11;6;9;17;13;10;12;11;142
"353300 Nova Granada";23;24;22;18;22;24;15;13;22;18;24;23;248
"353310 Nova Guataporanga";2;1;1;2;1;-;1;1;1;-;1;1;12
"353320 Nova Independência";6;5;4;5;5;1;5;2;4;2;4;4;47
"353330 Nova Luzitânia";1;3;3;4;3;4;1;3;2;2;2;3;31
"353340 Nova Odessa";53;58;78;63;68;83;52;56;64;51;42;63;731
"353325 Novais";9;5;5;7;5;7;2;3;4;7;8;2;64
"353350 Novo Horizonte";56;48;43;52;57;48;42;30;48;43;37;41;545
"353360 Nuporanga";6;9;11;9;8;3;11;8;4;5;4;7;85
"353370 Ocauçu";4;4;4;6;2;2;-;8;8;9;7;6;60
"353380 Óleo";4;4;1;3;5;2;1;1;2;1;-;1;25
"353390 Olímpia";54;67;56;69;57;66;51;52;65;50;39;56;682
"353400 Onda Verde";11;3;12;5;8;6;6;4;6;3;4;3;71
"353410 Oriente";11;6;7;5;12;7;6;6;10;7;5;10;92
"353420 Orindiúva";10;4;6;8;5;6;2;4;6;7;6;4;68
"353430 Orlândia";44;59;40;55;44;39;38;52;45;34;28;44;522
"353440 Osasco";917;923;1052;956;990;943;847;869;943;800;798;974;11012
"353450 Oscar Bressane";4;-;2;4;1;1;1;-;6;2;2;1;24
"353460 Osvaldo Cruz";17;25;26;25;25;22;28;27;22;28;19;29;293
"353470 Ourinhos";125;128;132;137;107;118;132;98;131;108;97;91;1404
"353480 Ouro Verde";10;12;4;11;12;8;11;7;7;6;7;5;100
"353475 Ouroeste";12;13;11;6;13;13;13;10;12;7;13;16;139
"353490 Pacaembu";8;9;7;8;10;11;6;8;9;9;7;5;97
"353500 Palestina";8;8;15;14;18;9;5;6;12;7;11;9;122
"353510 Palmares Paulista";10;15;15;13;14;12;9;3;8;11;6;12;128
"353520 Palmeira d'Oeste";6;7;14;3;9;7;10;4;10;7;8;9;94
"353530 Palmital";14;20;24;20;19;35;21;26;20;15;23;17;254
"353540 Panorama";26;25;18;22;20;13;26;22;23;13;11;16;235
"353550 Paraguaçu Paulista";59;63;60;58;48;43;56;45;37;50;31;44;594
"353560 Paraibuna";15;24;27;20;21;18;17;20;20;17;19;17;235
"353570 Paraíso";6;6;6;4;5;5;4;4;4;7;5;4;60
"353580 Paranapanema";17;14;27;24;19;21;22;25;16;13;22;26;246
"353590 Paranapuã";3;1;1;4;5;4;1;2;5;4;3;2;35
"353600 Parapuã";11;8;13;11;11;9;16;14;9;11;12;9;134
"353610 Pardinho";10;9;8;9;11;5;7;5;10;9;4;5;92
"353620 Pariquera-Açu";25;22;31;26;47;25;30;38;20;23;16;17;320
"353625 Parisi";1;1;4;2;1;2;3;3;1;1;3;2;24
"353630 Patrocínio Paulista";18;14;16;20;16;17;13;21;13;17;8;18;191
"353640 Paulicéia";16;17;10;8;9;12;7;8;9;11;6;7;120
"353650 Paulínia";130;111;134;150;125;119;116;125;135;101;113;130;1489
"353657 Paulistânia";2;3;2;1;-;2;-;1;2;2;2;1;18
"353660 Paulo de Faria";12;4;5;9;6;9;7;5;8;2;4;6;77
"353670 Pederneiras";51;56;71;62;47;56;43;53;56;41;40;45;621
"353680 Pedra Bela";6;6;4;5;8;5;3;5;4;4;6;3;59
"353690 Pedranópolis";-;1;4;3;-;1;1;1;4;-;1;-;16
"353700 Pedregulho";15;18;21;19;30;19;23;14;23;17;23;19;241
"353710 Pedreira";44;49;44;42;56;43;38;42;50;29;35;34;506
"353715 Pedrinhas Paulista";2;2;2;3;-;4;3;2;1;3;1;3;26
"353720 Pedro de Toledo";4;15;9;11;10;8;10;12;9;4;10;12;114
"353730 Penápolis";66;84;78;67;79;76;59;74;67;60;60;50;820
"353740 Pereira Barreto";16;19;34;28;26;35;24;22;27;23;22;23;299
"353750 Pereiras";10;10;12;12;11;8;11;11;14;11;7;6;123
"353760 Peruíbe";95;83;84;91;97;97;92;77;93;90;49;63;1011
"353770 Piacatu";6;11;5;4;1;6;4;4;2;3;7;5;58
"353780 Piedade";62;59;81;58;79;60;51;69;69;61;63;62;774
"353790 Pilar do Sul";39;32;40;44;45;43;31;23;32;29;36;28;422
"353800 Pindamonhangaba";217;201;239;198;217;197;182;169;199;164;165;183;2331
"353810 Pindorama";16;11;12;8;10;10;13;15;12;16;13;10;146
"353820 Pinhalzinho";13;9;10;18;20;13;13;14;15;15;12;16;168
"353830 Piquerobi";3;1;3;6;3;3;3;-;2;2;3;3;32
"353850 Piquete";15;17;10;18;17;14;9;11;11;16;16;6;160
"353860 Piracaia";33;30;37;32;31;26;25;27;34;26;22;24;347
"353870 Piracicaba";474;449;499;480;474;493;473;402;424;423;418;402;5411
"353880 Piraju";34;33;35;33;28;26;28;32;32;34;39;41;395
"353890 Pirajuí";21;23;22;22;32;15;19;18;17;21;18;9;237
"353900 Pirangi";16;10;13;12;5;11;7;12;17;7;14;5;129
"353910 Pirapora do Bom Jesus";28;27;21;29;30;20;19;23;16;22;13;19;267
"353920 Pirapozinho";36;31;20;33;17;24;29;26;27;24;18;31;316
"353930 Pirassununga";74;76;86;89;86;85;74;74;63;57;67;72;903
"353940 Piratininga";15;11;11;16;14;10;13;14;15;7;11;17;154
"353950 Pitangueiras";37;36;39;48;43;47;48;37;34;43;43;35;490
"353960 Planalto";4;9;7;9;3;6;8;1;5;2;1;4;59
"353970 Platina";3;2;4;-;3;2;3;1;5;9;3;3;38
"353980 Poá";134;141;143;157;154;135;143;123;146;121;118;122;1637
"353990 Poloni";5;2;13;6;2;7;4;5;4;5;9;8;70
"354000 Pompéia";24;23;22;23;29;17;22;17;16;16;23;24;256
"354010 Pongaí";2;6;4;1;3;1;2;7;2;4;1;2;35
"354020 Pontal";48;42;73;66;39;54;57;47;38;37;39;56;596
"354025 Pontalinda";4;11;3;6;6;4;10;1;5;3;3;5;61
"354030 Pontes Gestal";6;1;4;5;1;2;2;2;3;3;5;3;37
"354040 Populina";2;5;2;3;2;2;3;7;2;4;2;1;35
"354050 Porangaba";5;8;7;9;9;5;9;11;6;4;6;7;86
"354060 Porto Feliz";69;64;74;46;68;71;53;65;59;63;65;48;745
"354070 Porto Ferreira";56;51;73;56;69;61;49;47;56;47;46;47;658
"354075 Potim";23;19;25;19;32;23;19;14;17;19;19;19;248
"354080 Potirendaba";20;18;14;23;20;13;19;18;14;11;24;18;212
"354085 Pracinha";1;1;3;1;1;-;1;1;3;1;1;1;15
"354090 Pradópolis";12;14;22;23;19;23;14;13;15;13;12;21;201
"354100 Praia Grande";351;357;415;435;403;391;409;342;336;320;317;371;4447
"354105 Pratânia";6;7;8;6;8;7;8;3;1;4;4;6;68
"354110 Presidente Alves";3;8;6;3;2;5;4;6;3;2;6;6;54
"354120 Presidente Bernardes";9;8;16;8;18;13;7;10;17;12;14;12;144
"354130 Presidente Epitácio";36;58;60;50;50;50;52;43;45;29;52;31;556
"354140 Presidente Prudente";250;210;282;271;266;229;220;223;262;241;205;244;2903
"354150 Presidente Venceslau";36;43;39;30;28;36;32;33;35;39;29;51;431
"354160 Promissão";31;47;51;49;42;41;42;38;34;44;36;43;498
"354165 Quadra";3;3;3;5;4;1;7;6;4;2;2;3;43
"354170 Quatá";11;12;20;20;17;23;15;9;15;12;20;16;190
"354180 Queiroz";2;4;3;4;6;6;1;3;3;-;4;8;44
"354190 Queluz";14;6;8;9;17;10;10;15;11;5;7;11;123
"354200 Quintana";3;4;8;8;9;6;7;3;5;7;10;7;77
"354210 Rafard";16;7;14;4;4;10;7;6;10;7;9;7;101
"354220 Rancharia";32;31;31;37;25;34;32;35;25;28;30;26;366
"354230 Redenção da Serra";3;4;4;3;2;3;1;3;5;1;5;7;41
"354240 Regente Feijó";23;19;14;21;15;18;20;22;12;26;17;32;239
"354250 Reginópolis";6;5;5;3;9;4;5;5;6;4;6;5;63
"354260 Registro";88;77;72;70;97;80;102;92;65;78;58;75;954
"354270 Restinga";8;11;7;11;13;8;7;14;6;9;12;7;113
"354280 Ribeira";4;7;6;6;1;5;5;1;3;3;2;1;44
"354290 Ribeirão Bonito";15;24;16;11;15;11;10;12;17;14;12;9;166
"354300 Ribeirão Branco";24;20;25;31;28;28;18;28;24;23;22;33;304
"354310 Ribeirão Corrente";4;4;9;8;2;2;4;4;6;5;4;2;54
"354320 Ribeirão do Sul";1;7;9;3;7;5;2;-;4;2;3;8;51
"354323 Ribeirão dos Índios";1;1;2;1;-;1;1;1;1;3;-;-;12
"354325 Ribeirão Grande";5;8;6;7;7;12;6;7;12;3;11;4;88
"354330 Ribeirão Pires";118;126;159;123;140;121;129;104;108;89;98;126;1441
"354340 Ribeirão Preto";715;701;872;799;779;724;734;687;734;683;656;750;8834
"354360 Rifaina";4;1;3;3;8;3;3;6;2;2;1;4;40
"354370 Rincão";13;13;19;11;9;12;9;14;5;10;8;11;134
"354380 Rinópolis";9;9;9;12;6;12;7;14;9;11;6;6;110
"354390 Rio Claro";244;202;250;221;262;231;208;197;181;192;172;215;2575
"354400 Rio das Pedras";38;38;31;40;42;41;42;40;33;44;30;30;449
"354410 Rio Grande da Serra";62;55;63;72;63;46;48;69;58;63;50;57;706
"354420 Riolândia";8;14;22;15;14;5;9;8;14;8;12;12;141
"354350 Riversul";11;5;12;6;4;8;6;5;9;5;3;9;83
"354425 Rosana";18;22;20;34;22;25;18;22;23;17;15;16;252
"354430 Roseira";14;13;18;15;11;17;14;10;6;6;6;13;143
"354440 Rubiácea";8;2;3;1;3;5;2;4;3;4;2;5;42
"354450 Rubinéia";5;3;3;-;1;-;4;3;2;4;2;2;29
"354460 Sabino";5;5;6;6;9;3;1;6;3;3;7;5;59
"354470 Sagres";1;2;2;4;2;-;2;4;1;4;7;1;30
"354480 Sales";6;9;9;9;10;6;3;7;-;-;5;6;70
"354490 Sales Oliveira";12;12;10;8;13;8;17;8;12;6;7;7;120
"354500 Salesópolis";18;15;14;13;14;14;20;11;19;15;5;23;181
"354510 Salmourão";2;1;1;2;6;6;5;2;5;3;4;9;46
"354515 Saltinho";7;10;11;13;8;4;14;11;9;4;9;16;116
"354520 Salto";157;146;174;140;157;146;129;133;127;113;109;132;1663
"354530 Salto de Pirapora";49;46;56;61;51;62;49;44;48;46;39;49;600
"354540 Salto Grande";2;13;15;12;14;13;4;7;13;2;13;12;120
"354550 Sandovalina";2;5;4;9;9;7;4;2;5;3;3;8;61
"354560 Santa Adélia";16;13;9;16;17;13;12;11;13;10;16;14;160
"354570 Santa Albertina";5;4;8;6;5;7;4;4;9;2;2;4;60
"354580 Santa Bárbara d'Oeste";203;215;250;246;230;202;205;191;188;162;167;176;2435
"354600 Santa Branca";17;14;14;12;16;13;14;18;15;11;11;12;167
"354610 Santa Clara d'Oeste";2;3;2;1;3;1;2;-;2;-;2;1;19
"354620 Santa Cruz da Conceição";1;4;7;4;2;6;3;4;4;5;3;-;43
"354625 Santa Cruz da Esperança";6;2;1;1;1;3;-;2;1;1;3;2;23
"354630 Santa Cruz das Palmeiras";27;30;35;39;34;36;32;30;30;37;23;40;393
"354640 Santa Cruz do Rio Pardo";48;53;64;42;61;42;43;49;50;42;52;40;586
"354650 Santa Ernestina";3;3;8;2;4;4;5;3;3;4;4;1;44
"354660 Santa Fé do Sul";33;34;35;48;39;40;45;27;40;30;37;26;434
"354670 Santa Gertrudes";34;33;35;35;32;39;32;15;20;37;24;32;368
"354680 Santa Isabel";72;61;69;73;63;53;73;68;68;65;58;72;795
"354690 Santa Lúcia";10;14;14;13;15;12;7;11;9;11;6;7;129
"354700 Santa Maria da Serra";6;4;9;9;5;5;9;6;7;9;-;12;81
"354710 Santa Mercedes";8;5;3;4;4;4;1;1;2;1;4;-;37
"354740 Santa Rita d'Oeste";3;2;1;2;1;-;-;1;1;2;1;3;17
"354750 Santa Rita do Passa Quatro";24;30;20;24;19;14;22;20;20;24;19;14;250
"354760 Santa Rosa de Viterbo";29;17;23;27;22;23;26;24;20;27;25;27;290
"354765 Santa Salete";2;1;-;1;-;2;-;2;2;1;1;1;13
"354720 Santana da Ponte Pensa";-;-;1;-;2;1;-;1;-;-;3;1;9
"354730 Santana de Parnaíba";185;179;189;169;209;196;188;213;186;182;158;178;2232
"354770 Santo Anastácio";26;13;14;28;16;16;22;19;18;15;21;18;226
"354780 Santo André";824;791;859;751;783;792;754;772;757;720;685;770;9258
"354790 Santo Antônio da Alegria";10;5;7;6;9;7;7;6;5;2;6;2;72
"354800 Santo Antônio de Posse";20;24;23;20;31;29;30;22;23;19;24;19;284
"354805 Santo Antônio do Aracanguá";14;11;10;13;9;10;14;6;10;5;7;7;116
"354810 Santo Antônio do Jardim";6;3;6;4;3;5;4;5;2;4;3;5;50
"354820 Santo Antônio do Pinhal";11;7;4;8;7;9;4;8;8;7;8;9;90
"354830 Santo Expedito";5;5;2;4;1;3;2;6;6;1;4;2;41
"354840 Santópolis do Aguapeí";3;8;4;9;1;5;1;5;9;1;5;2;53
"354850 Santos";417;378;459;418;458;413;458;360;384;391;370;381;4887
"354860 São Bento do Sapucaí";16;10;9;16;13;12;7;7;15;6;14;13;138
"354870 São Bernardo do Campo";973;899;1017;943;1054;909;929;996;913;869;868;882;11252
"354880 São Caetano do Sul";135;138;179;161;178;161;140;141;166;133;143;145;1820
"354890 São Carlos";249;255;299;274;301;276;264;255;280;256;279;247;3235
"354900 São Francisco";-;5;1;2;2;1;5;1;1;1;2;3;24
"354910 São João da Boa Vista";84;101;111;86;90;88;85;77;77;76;79;92;1046
"354920 São João das Duas Pontes";-;7;4;5;3;1;2;1;2;3;1;1;30
"354925 São João de Iracema";2;4;3;-;2;4;-;1;3;1;2;2;24
"354930 São João do Pau d'Alho";4;5;-;3;-;1;2;2;3;-;3;2;25
"354940 São Joaquim da Barra";59;48;67;51;58;56;50;50;51;47;42;57;636
"354950 São José da Bela Vista";14;5;10;11;15;10;9;6;6;4;5;9;104
"354960 São José do Barreiro";8;2;3;5;3;1;2;5;1;4;1;6;41
"354970 São José do Rio Pardo";65;69;59;62;50;70;56;49;51;56;48;49;684
"354980 São José do Rio Preto";484;487;509;551;526;484;458;484;434;420;406;466;5709
"354990 São José dos Campos";881;802;970;859;869;742;817;789;809;697;780;793;9808
"354995 São Lourenço da Serra";19;22;19;21;18;20;14;18;16;10;19;15;211
"355000 São Luís do Paraitinga";9;13;11;9;11;9;4;1;6;6;7;14;100
"355010 São Manuel";49;37;52;47;37;44;41;45;44;39;29;53;517
"355020 São Miguel Arcanjo";42;26;52;34;37;25;30;34;30;27;30;36;403
"355030 São Paulo";15192;14536;16456;15492;15845;14710;14572;14160;14613;13328;13306;14103;176313
"355040 São Pedro";39;34;44;32;37;26;38;30;32;41;21;32;406
"355050 São Pedro do Turvo";6;8;8;8;3;12;12;7;8;8;8;5;93
"355060 São Roque";94;94;117;99;90;95;113;88;93;84;84;106;1157
"355070 São Sebastião";138;116;145;107;130;113;138;105;86;106;79;95;1358
"355080 São Sebastião da Grama";11;10;8;18;6;8;13;15;10;3;8;6;116
"355090 São Simão";20;12;13;14;20;13;12;8;15;9;10;9;155
"355100 São Vicente";443;438;503;481;513;458;465;387;384;357;332;415;5176
"355110 Sarapuí";18;12;18;11;11;7;6;6;10;10;7;13;129
"355120 Sarutaiá";5;7;3;3;3;4;3;8;4;7;4;-;51
"355130 Sebastianópolis do Sul";1;4;5;-;2;2;3;-;3;5;3;2;30
"355140 Serra Azul";11;10;11;21;9;8;19;12;12;7;9;10;139
"355160 Serra Negra";18;27;30;31;32;30;30;28;25;23;37;30;341
"355150 Serrana";43;56;57;71;51;50;64;53;59;48;53;51;656
"355170 Sertãozinho";154;157;160;159;169;134;124;139;136;134;110;171;1747
"355180 Sete Barras";15;17;24;11;18;22;17;11;18;10;16;22;201
"355190 Severínia";16;19;18;21;12;17;17;22;21;18;18;16;215
"355200 Silveiras";4;3;10;2;4;9;6;4;7;2;6;5;62
"355210 Socorro";42;23;34;31;31;44;27;22;36;28;29;27;374
"355220 Sorocaba";801;798;923;817;830;749;753;759;810;711;711;784;9446
"355230 Sud Mennucci";13;7;7;7;11;11;8;7;8;5;6;9;99
"355240 Sumaré";337;332;407;348;401;333;344;338;313;269;308;341;4071
"355255 Suzanápolis";-;3;5;2;6;7;4;2;6;3;3;2;43
"355250 Suzano";374;402;450;412;441;414;383;347;388;339;334;367;4651
"355260 Tabapuã";13;9;11;14;11;14;14;9;9;13;7;18;142
"355270 Tabatinga";16;20;15;15;19;32;12;18;12;17;5;14;195
"355280 Taboão da Serra";422;394;417;372;419;388;410;420;392;336;361;371;4702
"355290 Taciba";8;6;6;5;7;9;7;8;14;9;8;4;91
"355300 Taguaí";14;15;27;16;16;19;14;10;14;10;9;16;180
"355310 Taiaçu";3;9;10;9;6;3;9;7;9;10;6;7;88
"355320 Taiúva";6;2;4;5;8;4;7;2;5;7;2;2;54
"355330 Tambaú";30;27;27;39;32;21;23;26;22;18;23;27;315
"355340 Tanabi";26;23;28;30;30;27;18;22;16;30;15;27;292
"355350 Tapiraí";6;16;11;6;20;9;17;6;8;7;8;9;123
"355360 Tapiratiba";21;11;8;15;12;12;9;12;11;9;15;12;147
"355365 Taquaral";1;3;6;3;2;-;3;5;1;5;3;-;32
"355370 Taquaritinga";62;53;55;65;68;55;46;61;57;49;45;54;670
"355380 Taquarituba";33;30;28;23;36;26;29;24;31;22;26;30;338
"355385 Taquarivaí";10;6;7;9;6;8;3;6;6;4;6;6;77
"355390 Tarabai";9;7;5;5;8;14;9;8;9;8;9;8;99
"355395 Tarumã";14;17;27;25;16;19;18;21;19;20;12;18;226
"355400 Tatuí";155;140;179;139;170;134;159;134;124;119;130;166;1749
"355410 Taubaté";366;298;384;332;383;350;376;301;335;288;298;320;4031
"355420 Tejupá";4;9;2;3;8;4;10;5;5;4;2;5;61
"355430 Teodoro Sampaio";39;28;25;38;31;27;27;33;53;32;20;34;387
"355440 Terra Roxa";6;12;12;8;5;8;9;9;9;6;4;8;96
"355450 Tietê";49;52;62;47;40;45;43;39;42;34;32;29;514
"355460 Timburi";1;1;1;2;3;1;4;1;-;3;-;2;19
"355465 Torre de Pedra";1;4;3;2;3;2;2;-;1;4;3;-;25
"355470 Torrinha";8;10;12;5;11;6;9;5;13;6;2;8;95
"355475 Trabiju";1;1;2;1;2;2;-;2;1;1;1;-;14
"355480 Tremembé";51;39;75;62;52;43;43;59;51;35;45;53;608
"355490 Três Fronteiras";10;6;6;4;9;4;8;6;6;8;4;6;77
"355495 Tuiuti";6;7;6;5;11;7;3;4;7;4;5;3;68
"355500 Tupã";61;63;79;70;70;61;68;59;58;68;59;64;780
"355510 Tupi Paulista";22;11;21;22;17;16;20;12;16;12;11;13;193
"355520 Turiúba";1;2;2;-;2;1;-;1;2;-;2;1;14
"355530 Turmalina";3;-;2;-;3;-;-;1;1;-;1;-;11
"355535 Ubarana";8;4;5;6;3;3;10;3;3;6;2;3;56
"355540 Ubatuba";115;108;127;124;112;128;102;98;94;105;109;101;1323
"355550 Ubirajara";9;7;7;4;8;7;6;5;4;4;7;4;72
"355560 Uchoa";12;13;6;7;5;13;7;5;10;7;8;6;99
"355570 União Paulista";1;2;4;2;3;-;3;-;2;2;1;2;22
"355580 Urânia";6;5;10;5;7;10;6;6;13;10;6;11;95
"355590 Uru";1;-;2;-;1;2;5;2;1;1;1;2;18
"355600 Urupês";7;12;15;12;15;10;13;10;9;6;15;14;138
"355610 Valentim Gentil";16;19;19;21;17;14;19;17;9;18;13;22;204
"355620 Valinhos";132;139;141;140;145;143;118;131;98;121;101;130;1539
"355630 Valparaíso";28;30;29;37;27;32;29;29;29;20;25;25;340
"355635 Vargem";8;8;7;6;15;11;8;7;10;12;8;12;112
"355640 Vargem Grande do Sul";48;49;47;42;46;58;42;30;46;45;41;48;542
"355645 Vargem Grande Paulista";55;64;70;64;68;70;62;62;53;64;54;78;764
"355650 Várzea Paulista";162;144;195;164;157;154;161;163;148;130;127;149;1854
"355660 Vera Cruz";10;14;9;12;5;14;8;7;14;11;7;7;118
"355670 Vinhedo";81;80;81;88;89;81;70;81;84;84;62;66;947
"355680 Viradouro";18;20;18;20;20;16;17;17;16;15;14;10;201
"355690 Vista Alegre do Alto";7;6;8;5;11;11;4;5;6;11;13;14;101
"355695 Vitória Brasil";2;2;-;3;1;2;2;-;-;1;2;1;16
"355700 Votorantim";143;152;161;134;151;153;158;138;145;118;120;172;1745
"355710 Votuporanga";97;93;116;90;94;114;93;86;96;90;82;88;1139
"355715 Zacarias";3;2;1;3;2;3;1;1;5;2;3;7;33
"350000 Município ignorado - SP";-;-;1;1;-;1;1;2;1;-;1;1;9
"Total";54543;52427;60137;56083;57406;53258;52551;50610;51663;47260;46712;51376;634026
 Fonte: MS/SVS/DASIS - Sistema de Informações sobre Nascidos Vivos - SINASC
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Nascidos Vivos, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Consolidação do Sistema de Informações sobre Nascidos Vivos - 2011".
 
 * A categorização da "Adequação quantitativa de pré-natal" mostrada na variável "Adeq quant pré-natal" considera o início do
 pré-natal no primeiro trimestre e um mínimo de seis consultas de pré-natal –, sendo gravada em campo chamado Kotelchuck no
 arquivo disponível para download, calculado a partir dos campos “33 – Número de consultas pré-natal” (Mesprenat) e “34 – Mês de gestação em que iniciou o pré-natal” (Consprenat).
 Maiores informações no documento "Saúde Brasil 2017: uma análise da situação de saúde e os desafios para o alcance dos Objetivos de Desenvolvi
 
