 Nascidos vivos - São Paulo
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2016
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"353280 Nova Aliança";9;11;8;9;8;3;6;1;3;6;8;1;73
"353282 Nova Campina";11;16;17;10;16;10;8;9;15;18;10;9;149
"353284 Nova Canaã Paulista";2;-;1;3;2;3;1;-;-;-;2;2;16
"353286 Nova Castilho";1;3;2;1;2;2;-;1;1;3;5;2;23
"353290 Nova Europa";10;10;11;14;9;12;14;7;13;9;12;5;126
"353300 Nova Granada";26;24;31;19;19;20;15;22;23;24;15;26;264
"353310 Nova Guataporanga";3;2;2;2;2;3;3;-;1;2;-;3;23
"353320 Nova Independência";5;4;4;6;-;3;4;6;6;2;-;5;45
"353330 Nova Luzitânia";5;-;5;4;4;6;6;1;2;-;1;6;40
"353340 Nova Odessa";66;59;65;87;70;53;55;45;56;45;55;55;711
"353325 Novais";4;7;6;6;7;7;11;3;5;2;4;6;68
"353350 Novo Horizonte";33;36;54;51;56;43;41;26;32;45;32;33;482
"353360 Nuporanga";9;5;10;5;6;7;5;6;5;4;3;9;74
"353370 Ocauçu";2;4;10;6;4;4;4;9;7;7;5;6;68
"353380 Óleo";4;2;1;2;3;2;2;2;3;3;4;3;31
"353390 Olímpia";56;52;55;74;71;58;52;45;42;45;38;52;640
"353400 Onda Verde";2;6;11;8;3;3;4;4;2;4;5;7;59
"353410 Oriente";6;11;10;6;9;4;4;8;7;2;3;5;75
"353420 Orindiúva";3;6;6;4;10;5;1;6;2;7;7;2;59
"353430 Orlândia";47;46;54;45;39;44;45;37;25;14;44;40;480
"353440 Osasco";925;848;1011;915;919;870;857;859;825;816;737;735;10317
"353450 Oscar Bressane";2;3;1;3;3;3;1;2;1;-;-;4;23
"353460 Osvaldo Cruz";28;26;31;27;27;33;41;18;21;28;18;19;317
"353470 Ourinhos";114;123;143;114;122;107;122;98;113;75;112;98;1341
"353480 Ouro Verde";9;5;6;6;12;5;4;4;15;6;6;7;85
"353475 Ouroeste";14;11;11;9;11;10;17;8;5;8;7;8;119
"353490 Pacaembu";9;9;7;22;7;9;9;8;3;16;5;7;111
"353500 Palestina";9;6;17;12;9;11;9;5;6;13;9;6;112
"353510 Palmares Paulista";9;11;12;10;15;11;9;7;12;13;6;10;125
"353520 Palmeira d'Oeste";3;5;8;9;8;15;7;7;7;9;5;4;87
"353530 Palmital";22;22;16;24;29;20;22;18;15;13;19;19;239
"353540 Panorama";24;16;34;20;21;21;20;19;27;14;8;21;245
"353550 Paraguaçu Paulista";63;51;59;60;53;53;51;45;54;41;41;41;612
"353560 Paraibuna";31;15;15;22;13;17;21;15;15;13;15;20;212
"353570 Paraíso";4;5;8;5;4;6;5;4;6;3;4;9;63
"353580 Paranapanema";27;22;30;30;24;22;24;14;19;21;18;12;263
"353590 Paranapuã";3;2;2;9;8;5;4;2;2;6;3;2;48
"353600 Parapuã";4;12;13;10;15;15;7;7;9;12;7;9;120
"353610 Pardinho";9;8;9;13;10;6;9;14;7;8;8;6;107
"353620 Pariquera-Açu";19;26;35;29;27;37;19;18;15;20;17;17;279
"353625 Parisi";6;5;5;6;6;2;2;2;1;1;4;3;43
"353630 Patrocínio Paulista";21;17;12;21;12;23;16;20;22;20;18;14;216
"353640 Paulicéia";12;10;14;14;12;7;12;8;13;11;4;9;126
"353650 Paulínia";131;112;136;124;139;117;137;127;113;118;95;101;1450
"353657 Paulistânia";2;1;2;3;2;-;3;1;4;1;3;-;22
"353660 Paulo de Faria";5;2;12;8;12;8;5;7;12;4;12;3;90
"353670 Pederneiras";40;47;53;55;48;54;41;56;46;48;24;46;558
"353680 Pedra Bela";6;10;10;3;2;8;5;2;6;6;7;4;69
"353690 Pedranópolis";2;1;3;1;1;-;-;1;2;2;3;3;19
"353700 Pedregulho";24;17;27;17;19;16;17;19;9;18;13;7;203
"353710 Pedreira";43;46;31;38;41;53;39;32;28;41;26;38;456
"353715 Pedrinhas Paulista";1;1;3;5;2;2;4;-;1;2;2;-;23
"353720 Pedro de Toledo";8;9;15;13;6;7;11;12;12;5;12;15;125
"353730 Penápolis";72;79;74;75;77;56;55;43;61;61;60;69;782
"353740 Pereira Barreto";36;24;33;24;23;23;19;20;24;19;16;23;284
"353750 Pereiras";13;13;10;9;10;11;8;7;12;6;13;7;119
"353760 Peruíbe";75;77;94;84;96;90;88;87;79;66;65;60;961
"353770 Piacatu";2;8;2;7;6;8;7;7;2;6;6;4;65
"353780 Piedade";60;56;68;65;53;56;60;49;66;53;62;48;696
"353790 Pilar do Sul";37;34;46;30;33;41;33;28;22;22;36;24;386
"353800 Pindamonhangaba";202;199;214;198;197;168;151;191;165;145;165;167;2162
"353810 Pindorama";14;10;11;14;18;16;15;8;10;13;10;12;151
"353820 Pinhalzinho";14;15;13;12;16;8;12;8;12;8;9;15;142
"353830 Piquerobi";-;2;-;1;2;2;1;3;2;1;1;4;19
"353850 Piquete";13;8;16;14;16;15;12;8;19;11;8;8;148
"353860 Piracaia";24;22;33;29;38;21;30;24;22;27;16;22;308
"353870 Piracicaba";401;418;464;498;503;429;437;387;376;361;361;393;5028
"353880 Piraju";30;31;31;36;24;40;30;32;32;31;26;31;374
"353890 Pirajuí";21;23;19;21;18;18;12;20;21;10;17;20;220
"353900 Pirangi";7;9;7;6;13;9;10;7;7;10;8;14;107
"353910 Pirapora do Bom Jesus";11;27;24;24;23;24;23;23;21;24;14;19;257
"353920 Pirapozinho";25;33;37;25;30;31;30;28;19;27;20;22;327
"353930 Pirassununga";70;81;76;81;80;78;79;66;71;79;66;69;896
"353940 Piratininga";24;9;15;24;17;16;7;14;10;14;16;11;177
"353950 Pitangueiras";49;49;40;45;42;33;32;39;32;31;26;29;447
"353960 Planalto";9;12;1;8;7;5;5;4;5;5;7;5;73
"353970 Platina";4;4;-;3;1;7;3;3;3;3;1;6;38
"353980 Poá";139;111;142;133;139;133;143;142;124;116;119;133;1574
"353990 Poloni";3;4;6;7;4;3;6;3;5;4;4;7;56
"354000 Pompéia";20;24;30;24;27;17;17;21;22;21;16;17;256
"354010 Pongaí";3;3;5;1;2;1;2;3;2;3;3;2;30
"354020 Pontal";26;43;61;51;48;36;47;42;38;50;46;38;526
"354025 Pontalinda";4;5;3;5;6;2;3;1;1;5;1;1;37
"354030 Pontes Gestal";-;1;4;-;2;1;1;2;3;1;1;2;18
"354040 Populina";5;6;2;5;2;3;2;5;3;3;1;3;40
"354050 Porangaba";9;11;3;7;11;7;13;8;5;8;11;6;99
"354060 Porto Feliz";58;62;56;68;73;43;59;52;54;55;37;53;670
"354070 Porto Ferreira";57;48;71;55;56;50;48;59;48;54;37;44;627
"354075 Potim";29;31;24;24;20;25;23;25;11;26;19;17;274
"354080 Potirendaba";29;22;22;22;31;17;17;13;15;22;14;18;242
"354085 Pracinha";1;3;-;-;2;-;2;-;1;1;1;2;13
"354090 Pradópolis";17;20;21;16;16;21;15;15;24;12;19;12;208
"354100 Praia Grande";367;363;457;414;417;389;375;323;325;326;341;347;4444
"354105 Pratânia";10;11;8;4;8;3;10;8;7;5;8;2;84
"354110 Presidente Alves";4;2;2;2;3;7;5;1;1;6;2;4;39
"354120 Presidente Bernardes";8;11;11;10;11;12;5;7;5;11;15;9;115
"354130 Presidente Epitácio";46;55;51;60;48;51;58;45;44;45;39;45;587
"354140 Presidente Prudente";239;266;267;274;264;253;245;222;206;189;218;232;2875
"354150 Presidente Venceslau";40;37;39;36;41;22;40;23;29;27;31;36;401
"354160 Promissão";38;37;52;45;52;44;28;33;29;27;18;36;439
"354165 Quadra";3;4;10;5;4;6;7;6;5;4;3;2;59
"354170 Quatá";12;17;20;8;19;10;12;10;14;15;9;16;162
"354180 Queiroz";5;5;6;7;6;5;3;3;1;5;2;3;51
"354190 Queluz";17;16;12;13;8;10;10;8;9;13;8;11;135
"354200 Quintana";2;12;6;4;11;11;9;6;4;7;5;4;81
"354210 Rafard";8;5;7;8;8;6;12;10;3;5;6;10;88
"354220 Rancharia";54;35;40;43;33;47;33;30;36;28;31;28;438
"354230 Redenção da Serra";3;5;3;2;4;1;4;7;5;7;3;4;48
"354240 Regente Feijó";23;14;17;25;20;26;14;23;19;17;9;26;233
"354250 Reginópolis";5;7;6;3;5;7;2;5;7;6;2;6;61
"354260 Registro";82;71;77;78;91;83;66;62;65;59;60;62;856
"354270 Restinga";10;6;11;11;4;8;13;13;8;6;4;4;98
"354280 Ribeira";4;4;4;2;3;4;3;1;3;1;4;2;35
"354290 Ribeirão Bonito";15;15;12;16;11;17;8;12;16;13;8;16;159
"354300 Ribeirão Branco";25;25;27;24;28;22;22;22;18;20;12;16;261
"354310 Ribeirão Corrente";6;2;9;4;9;9;6;5;5;6;3;2;66
"354320 Ribeirão do Sul";2;8;5;3;5;3;3;12;4;6;4;3;58
"354323 Ribeirão dos Índios";5;1;3;-;1;1;2;2;1;2;-;1;19
"354325 Ribeirão Grande";7;8;6;8;9;8;10;8;7;10;5;14;100
"354330 Ribeirão Pires";136;122;120;126;106;106;113;108;102;100;72;116;1327
"354340 Ribeirão Preto";685;716;821;749;769;744;677;637;569;597;510;563;8037
"354360 Rifaina";6;2;2;1;-;3;2;2;4;2;4;6;34
"354370 Rincão";7;15;15;18;6;13;12;6;5;5;7;7;116
"354380 Rinópolis";7;6;7;4;6;13;9;7;7;7;8;8;89
"354390 Rio Claro";194;206;252;246;217;222;177;203;195;134;167;224;2437
"354400 Rio das Pedras";49;33;43;39;27;38;33;30;26;17;25;32;392
"354410 Rio Grande da Serra";48;55;52;46;63;64;56;58;50;33;39;37;601
"354420 Riolândia";6;14;16;11;9;7;11;5;12;7;6;6;110
"354350 Riversul";7;3;3;13;8;11;6;6;4;9;6;6;82
"354425 Rosana";15;22;24;38;31;26;19;22;26;20;21;13;277
"354430 Roseira";11;9;15;11;15;9;11;10;8;11;7;14;131
"354440 Rubiácea";9;1;3;1;5;1;2;5;1;3;1;-;32
"354450 Rubinéia";2;-;1;4;3;3;2;1;3;2;-;2;23
"354460 Sabino";6;6;6;9;5;3;4;5;5;3;2;7;61
"354470 Sagres";4;1;2;3;5;1;3;-;-;2;-;4;25
"354480 Sales";3;4;3;5;5;2;9;8;6;4;4;4;57
"354490 Sales Oliveira";8;7;10;12;16;6;13;13;6;11;9;10;121
"354500 Salesópolis";16;15;19;22;26;17;13;20;7;12;23;14;204
"354510 Salmourão";4;7;10;6;4;6;7;6;5;3;1;4;63
"354515 Saltinho";6;8;7;7;7;9;4;5;2;4;9;8;76
"354520 Salto";131;148;152;167;129;130;133;135;118;119;117;142;1621
"354530 Salto de Pirapora";58;54;47;47;49;59;60;46;48;51;33;41;593
"354540 Salto Grande";13;11;12;10;10;7;10;11;7;6;5;6;108
"354550 Sandovalina";5;3;1;6;5;4;5;4;7;3;4;3;50
"354560 Santa Adélia";19;19;16;21;20;12;16;13;18;11;9;15;189
"354570 Santa Albertina";4;6;13;6;7;5;9;5;1;3;4;2;65
"354580 Santa Bárbara d'Oeste";224;207;229;233;202;201;216;211;151;166;182;179;2401
"354600 Santa Branca";15;15;18;14;13;14;9;17;10;4;14;11;154
"354610 Santa Clara d'Oeste";1;1;5;-;2;-;3;2;1;-;2;1;18
"354620 Santa Cruz da Conceição";2;2;3;5;8;1;3;1;1;1;4;2;33
"354625 Santa Cruz da Esperança";5;2;4;4;3;4;2;1;1;2;-;-;28
"354630 Santa Cruz das Palmeiras";29;33;39;38;44;25;27;37;20;29;29;39;389
"354640 Santa Cruz do Rio Pardo";46;41;73;56;48;38;43;50;40;44;31;53;563
"354650 Santa Ernestina";3;5;5;3;8;5;6;7;5;5;2;5;59
"354660 Santa Fé do Sul";27;29;27;34;36;38;30;28;32;27;23;22;353
"354670 Santa Gertrudes";28;27;38;26;42;33;25;29;22;17;23;22;332
"354680 Santa Isabel";61;60;71;67;60;64;53;70;67;52;47;44;716
"354690 Santa Lúcia";8;6;5;17;10;10;12;12;16;6;5;13;120
"354700 Santa Maria da Serra";9;4;8;10;7;6;9;4;9;9;2;4;81
"354710 Santa Mercedes";5;3;4;4;4;2;4;3;3;5;1;2;40
"354740 Santa Rita d'Oeste";1;4;1;2;-;2;-;2;2;3;1;1;19
"354750 Santa Rita do Passa Quatro";20;24;24;17;17;29;32;23;21;17;16;23;263
"354760 Santa Rosa de Viterbo";24;18;17;30;19;20;25;17;16;22;18;18;244
"354765 Santa Salete";1;2;2;-;1;2;1;2;-;-;1;-;12
"354720 Santana da Ponte Pensa";1;-;1;-;3;1;1;4;-;-;-;1;12
"354730 Santana de Parnaíba";197;174;215;211;208;219;184;168;171;171;143;193;2254
"354770 Santo Anastácio";27;11;19;20;18;17;19;18;18;12;15;17;211
"354780 Santo André";757;758;863;794;820;738;707;735;682;655;587;706;8802
"354790 Santo Antônio da Alegria";4;5;8;4;13;13;6;9;6;6;2;4;80
"354800 Santo Antônio de Posse";16;30;22;24;24;23;23;16;26;17;20;21;262
"354805 Santo Antônio do Aracanguá";8;8;11;12;12;8;11;10;11;4;11;6;112
"354810 Santo Antônio do Jardim";7;4;5;4;2;3;5;3;4;2;4;8;51
"354820 Santo Antônio do Pinhal";8;5;5;9;5;8;5;7;9;5;7;6;79
"354830 Santo Expedito";1;2;4;1;4;2;3;5;2;1;2;3;30
"354840 Santópolis do Aguapeí";3;6;8;8;8;5;6;5;5;2;5;9;70
"354850 Santos";430;381;480;349;400;382;407;367;335;348;312;322;4513
"354860 São Bento do Sapucaí";7;14;15;20;6;7;16;11;16;6;7;9;134
"354870 São Bernardo do Campo";894;881;1023;1016;964;917;896;825;897;831;776;841;10761
"354880 São Caetano do Sul";143;160;138;152;161;161;151;120;149;156;130;155;1776
"354890 São Carlos";282;312;321;279;283;274;260;240;215;257;188;224;3135
"354900 São Francisco";1;1;5;1;2;1;5;2;2;1;-;-;21
"354910 São João da Boa Vista";100;89;110;101;100;71;78;90;83;76;83;84;1065
"354920 São João das Duas Pontes";2;1;2;1;-;3;-;-;-;2;-;3;14
"354925 São João de Iracema";2;3;3;1;4;-;3;1;1;1;5;-;24
"354930 São João do Pau d'Alho";2;-;4;2;2;2;-;1;-;-;2;3;18
"354940 São Joaquim da Barra";54;41;52;78;55;34;61;42;40;42;36;46;581
"354950 São José da Bela Vista";14;13;11;8;5;16;4;7;10;9;5;13;115
"354960 São José do Barreiro";4;3;8;6;2;6;1;3;5;6;3;2;49
"354970 São José do Rio Pardo";62;60;68;40;73;64;47;51;53;57;39;40;654
"354980 São José do Rio Preto";492;507;540;503;487;430;455;411;413;402;351;401;5392
"354990 São José dos Campos";821;812;842;902;941;861;812;726;757;672;679;737;9562
"354995 São Lourenço da Serra";23;17;25;16;21;22;19;18;16;21;18;22;238
"355000 São Luís do Paraitinga";6;9;6;12;9;10;16;13;9;5;8;6;109
"355010 São Manuel";52;49;53;48;50;40;44;32;43;50;38;31;530
"355020 São Miguel Arcanjo";50;39;42;37;50;52;33;34;35;29;32;22;455
"355030 São Paulo";14594;14270;15911;15006;15137;14416;13896;13533;13232;12496;11914;12898;167303
"355040 São Pedro";40;42;40;34;33;34;33;35;29;25;32;32;409
"355050 São Pedro do Turvo";5;6;7;5;11;5;14;9;7;7;6;3;85
"355060 São Roque";107;98;125;127;95;82;95;86;87;75;71;74;1122
"355070 São Sebastião";94;104;127;140;126;114;110;96;90;84;96;89;1270
"355080 São Sebastião da Grama";5;1;9;14;8;11;8;17;8;10;5;9;105
"355090 São Simão";16;20;15;17;12;9;11;15;11;9;12;8;155
"355100 São Vicente";421;420;456;468;489;401;358;381;366;333;355;357;4805
"355110 Sarapuí";13;6;12;14;6;13;6;10;7;9;12;10;118
"355120 Sarutaiá";2;3;6;4;4;5;2;1;5;3;8;2;45
"355130 Sebastianópolis do Sul";2;2;3;7;4;1;1;2;2;5;1;2;32
"355140 Serra Azul";10;15;11;17;9;7;7;3;9;7;13;10;118
"355160 Serra Negra";31;22;35;22;29;39;23;25;29;30;27;13;325
"355150 Serrana";54;65;52;51;55;57;65;50;33;45;49;42;618
"355170 Sertãozinho";134;164;149;118;142;128;126;111;117;129;114;108;1540
"355180 Sete Barras";19;19;16;17;16;16;14;18;15;18;17;17;202
"355190 Severínia";13;10;18;13;27;26;13;15;9;16;12;17;189
"355200 Silveiras";4;8;8;4;5;4;3;6;4;9;1;3;59
"355210 Socorro";41;33;45;43;31;42;38;36;29;25;32;27;422
"355220 Sorocaba";749;735;878;847;886;809;710;693;689;644;605;690;8935
"355230 Sud Mennucci";5;6;5;9;7;15;1;8;10;6;10;8;90
"355240 Sumaré";359;341;380;346;373;332;294;313;308;279;252;300;3877
"355255 Suzanápolis";2;5;5;3;6;3;2;3;3;2;2;1;37
"355250 Suzano";381;355;427;400;421;376;366;368;350;348;339;327;4458
"355260 Tabapuã";15;13;8;4;15;5;7;7;11;11;6;10;112
"355270 Tabatinga";18;14;17;23;29;9;8;24;17;13;20;13;205
"355280 Taboão da Serra";405;365;414;401;349;338;383;339;346;299;336;354;4329
"355290 Taciba";2;8;14;8;10;5;12;4;4;6;4;4;81
"355300 Taguaí";20;9;21;16;22;14;16;11;12;8;16;11;176
"355310 Taiaçu";9;1;9;4;2;2;3;5;6;5;5;3;54
"355320 Taiúva";5;7;8;5;3;4;2;8;5;4;4;5;60
"355330 Tambaú";15;23;33;26;27;20;24;26;21;17;20;24;276
"355340 Tanabi";22;22;21;32;18;14;22;28;21;17;20;22;259
"355350 Tapiraí";3;9;7;9;8;13;4;10;6;5;4;11;89
"355360 Tapiratiba";9;10;10;8;17;15;13;9;15;13;12;13;144
"355365 Taquaral";1;2;3;-;3;3;2;-;3;3;-;-;20
"355370 Taquaritinga";45;65;74;51;55;55;44;66;47;53;44;46;645
"355380 Taquarituba";26;25;30;33;22;27;20;18;29;19;37;26;312
"355385 Taquarivaí";6;11;11;4;11;2;3;8;11;6;7;3;83
"355390 Tarabai";9;9;10;15;8;8;3;10;8;6;5;5;96
"355395 Tarumã";21;14;19;12;23;16;18;12;20;13;24;16;208
"355400 Tatuí";163;136;155;131;154;142;128;116;130;115;110;143;1623
"355410 Taubaté";383;363;386;356;332;352;338;293;284;299;275;290;3951
"355420 Tejupá";3;4;5;3;8;4;6;3;7;4;9;10;66
"355430 Teodoro Sampaio";30;23;33;25;37;24;31;36;26;20;28;19;332
"355440 Terra Roxa";9;10;13;12;13;13;11;5;7;1;6;7;107
"355450 Tietê";57;42;48;36;36;43;40;32;26;36;26;40;462
"355460 Timburi";4;4;-;4;-;3;1;-;4;2;1;1;24
"355465 Torre de Pedra";2;-;1;-;7;2;3;-;3;3;3;4;28
"355470 Torrinha";12;5;8;7;9;5;2;6;7;9;9;6;85
"355475 Trabiju";-;-;1;1;2;1;1;-;1;1;1;2;11
"355480 Tremembé";54;49;57;45;54;54;30;51;47;44;43;54;582
"355490 Três Fronteiras";5;2;6;6;7;5;9;8;1;4;5;11;69
"355495 Tuiuti";10;9;3;4;6;5;7;6;10;10;10;10;90
"355500 Tupã";66;72;64;80;59;71;52;63;59;50;52;54;742
"355510 Tupi Paulista";13;15;15;16;16;15;16;9;13;16;8;13;165
"355520 Turiúba";4;1;3;3;4;1;-;1;1;3;-;1;22
"355530 Turmalina";3;1;-;2;-;1;-;2;2;2;-;1;14
"355535 Ubarana";8;6;3;9;4;6;10;3;9;7;2;9;76
"355540 Ubatuba";139;92;115;101;129;92;97;88;98;97;91;94;1233
"355550 Ubirajara";3;10;8;9;10;9;9;3;5;7;2;7;82
"355560 Uchoa";4;4;9;13;10;3;7;9;9;5;10;12;95
"355570 União Paulista";1;2;3;2;4;2;-;3;2;-;1;3;23
"355580 Urânia";7;9;10;10;10;10;4;8;8;6;4;5;91
"355590 Uru";-;3;2;-;2;2;2;2;-;1;1;-;15
"355600 Urupês";9;13;8;6;13;9;11;14;6;5;17;9;120
"355610 Valentim Gentil";14;14;13;12;23;9;13;14;15;9;14;8;158
"355620 Valinhos";125;121;148;126;124;129;117;98;122;98;80;91;1379
"355630 Valparaíso";27;25;30;27;38;35;34;26;31;21;18;25;337
"355635 Vargem";13;8;18;7;13;9;13;7;13;12;8;16;137
"355640 Vargem Grande do Sul";49;59;48;44;53;45;34;46;31;41;30;56;536
"355645 Vargem Grande Paulista";73;61;72;68;73;76;73;43;51;51;48;66;755
"355650 Várzea Paulista";155;133;144;120;135;137;121;111;112;108;94;119;1489
"355660 Vera Cruz";10;13;13;20;14;12;10;6;11;8;10;8;135
"355670 Vinhedo";81;91;93;89;72;85;75;74;95;59;43;67;924
"355680 Viradouro";19;19;23;19;17;25;14;23;22;16;15;17;229
"355690 Vista Alegre do Alto";7;8;9;8;3;10;4;8;11;5;3;6;82
"355695 Vitória Brasil";3;3;1;1;-;3;3;-;2;4;1;1;22
"355700 Votorantim";131;148;176;154;164;151;124;126;111;118;114;146;1663
"355710 Votuporanga";84;73;119;100;102;88;71;90;75;64;83;76;1025
"355715 Zacarias";-;3;7;1;1;1;3;1;2;2;-;7;28
"350000 Município ignorado - SP";1;1;-;1;2;3;1;2;2;2;-;1;16
"Total";53054;51742;57766;54770;55421;51888;49520;47720;46897;44453;42168;46038;601437
 Fonte: MS/SVS/DASIS - Sistema de Informações sobre Nascidos Vivos - SINASC
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Nascidos Vivos, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Consolidação do Sistema de Informações sobre Nascidos Vivos - 2011".
 
 * A categorização da "Adequação quantitativa de pré-natal" mostrada na variável "Adeq quant pré-natal" considera o início do
 pré-natal no primeiro trimestre e um mínimo de seis consultas de pré-natal –, sendo gravada em campo chamado Kotelchuck no
 arquivo disponível para download, calculado a partir dos campos “33 – Número de consultas pré-natal” (Mesprenat) e “34 – Mês de gestação em que iniciou o pré-natal” (Consprenat).
 Maiores informações no documento "Saúde Brasil 2017: uma análise da situação de saúde e os desafios para o alcance dos Objetivos de Desenvolvi
 
