 Nascidos vivos - São Paulo
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2014
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"353280 Nova Aliança";1;4;10;9;7;4;4;5;2;6;7;3;62
"353282 Nova Campina";14;7;15;13;15;16;14;12;11;3;8;12;140
"353284 Nova Canaã Paulista";3;2;2;-;2;1;2;1;1;-;1;1;16
"353286 Nova Castilho";2;1;-;1;-;1;1;1;2;-;1;2;12
"353290 Nova Europa";11;12;9;11;10;13;11;15;15;9;4;12;132
"353300 Nova Granada";29;25;24;38;27;27;9;26;22;18;21;17;283
"353310 Nova Guataporanga";3;2;1;3;3;5;2;1;1;3;5;5;34
"353320 Nova Independência";2;9;6;6;5;6;3;2;-;5;3;5;52
"353330 Nova Luzitânia";5;-;5;2;7;7;3;2;5;1;2;4;43
"353340 Nova Odessa";58;52;66;61;68;60;68;59;57;67;59;57;732
"353325 Novais";5;4;5;7;7;5;7;4;1;3;5;7;60
"353350 Novo Horizonte";34;50;37;49;45;28;51;37;35;39;34;37;476
"353360 Nuporanga";7;7;9;6;8;8;6;9;5;6;7;7;85
"353370 Ocauçu";7;3;4;8;2;3;7;5;2;2;4;1;48
"353380 Óleo";3;3;3;1;1;2;3;1;1;2;3;3;26
"353390 Olímpia";48;61;57;53;69;64;60;60;49;52;48;61;682
"353400 Onda Verde";8;5;6;2;5;4;1;7;5;7;3;3;56
"353410 Oriente";7;4;7;6;6;11;4;7;5;8;8;4;77
"353420 Orindiúva";7;12;9;13;8;5;3;6;3;3;6;9;84
"353430 Orlândia";35;49;45;39;41;36;45;34;43;44;37;47;495
"353440 Osasco";946;863;983;883;929;878;944;847;860;805;802;838;10578
"353450 Oscar Bressane";4;2;2;1;2;3;-;1;2;1;-;1;19
"353460 Osvaldo Cruz";38;33;34;38;31;30;28;20;24;20;19;23;338
"353470 Ourinhos";114;134;124;150;136;119;114;110;115;88;98;119;1421
"353480 Ouro Verde";8;6;7;13;14;12;12;9;4;11;8;9;113
"353475 Ouroeste";12;9;12;8;11;11;15;5;14;16;8;11;132
"353490 Pacaembu";9;8;12;16;13;13;5;3;9;12;5;8;113
"353500 Palestina";14;13;13;9;10;12;17;9;9;9;11;7;133
"353510 Palmares Paulista";9;13;10;16;14;11;13;9;10;13;7;20;145
"353520 Palmeira d'Oeste";11;5;6;5;7;7;10;9;2;8;7;7;84
"353530 Palmital";11;28;27;27;24;23;16;16;17;23;32;16;260
"353540 Panorama";20;24;22;18;12;23;26;27;27;13;17;18;247
"353550 Paraguaçu Paulista";53;47;65;43;49;56;55;55;33;40;47;45;588
"353560 Paraibuna";15;20;17;15;17;20;13;21;15;22;19;15;209
"353570 Paraíso";6;4;3;1;8;8;5;4;3;6;1;1;50
"353580 Paranapanema";35;16;29;14;22;24;24;29;20;28;10;26;277
"353590 Paranapuã";4;5;7;4;9;3;5;2;4;3;8;3;57
"353600 Parapuã";9;15;14;11;8;8;4;4;12;14;11;12;122
"353610 Pardinho";8;10;13;8;6;6;9;9;6;8;6;9;98
"353620 Pariquera-Açu";18;20;47;38;27;23;32;36;22;21;19;17;320
"353625 Parisi";3;2;1;3;2;2;2;1;2;1;-;2;21
"353630 Patrocínio Paulista";22;23;15;25;14;18;18;17;16;16;23;17;224
"353640 Paulicéia";18;7;14;12;7;6;10;7;7;11;14;4;117
"353650 Paulínia";148;111;116;132;141;117;106;111;115;92;94;105;1388
"353657 Paulistânia";2;6;1;2;3;2;3;-;-;1;3;2;25
"353660 Paulo de Faria";9;4;4;7;8;6;7;6;8;7;3;3;72
"353670 Pederneiras";57;65;47;78;57;57;58;43;44;60;46;55;667
"353680 Pedra Bela";5;5;5;5;5;9;8;2;3;7;5;4;63
"353690 Pedranópolis";-;1;1;1;2;2;-;2;3;1;1;3;17
"353700 Pedregulho";26;16;16;17;16;30;15;11;17;23;17;17;221
"353710 Pedreira";50;38;47;38;53;47;39;42;39;29;49;36;507
"353715 Pedrinhas Paulista";3;1;2;2;3;2;2;4;2;-;1;4;26
"353720 Pedro de Toledo";9;10;12;11;12;15;11;8;8;9;9;6;120
"353730 Penápolis";56;66;71;63;75;72;64;58;68;68;52;54;767
"353740 Pereira Barreto";34;24;27;32;30;34;22;31;24;19;26;19;322
"353750 Pereiras";11;5;7;10;6;12;6;12;7;5;5;10;96
"353760 Peruíbe";90;86;122;109;105;90;96;74;71;61;56;77;1037
"353770 Piacatu";9;6;1;5;5;5;10;3;2;3;9;3;61
"353780 Piedade";67;58;66;64;68;48;69;66;57;52;54;50;719
"353790 Pilar do Sul";45;37;36;45;33;38;32;52;32;35;33;27;445
"353800 Pindamonhangaba";236;215;210;196;227;203;194;186;186;200;156;208;2417
"353810 Pindorama";20;26;16;16;9;21;14;11;13;16;17;13;192
"353820 Pinhalzinho";14;12;6;11;15;11;14;11;18;11;15;18;156
"353830 Piquerobi";2;2;4;6;2;3;3;1;3;4;1;5;36
"353850 Piquete";11;11;8;20;18;16;22;11;16;12;12;12;169
"353860 Piracaia";22;28;27;24;22;27;20;31;29;20;23;27;300
"353870 Piracicaba";502;449;524;461;519;436;443;427;402;372;395;482;5412
"353880 Piraju";45;42;34;39;40;32;23;22;33;30;20;35;395
"353890 Pirajuí";18;29;24;16;24;16;18;19;22;22;14;17;239
"353900 Pirangi";9;14;9;17;11;9;14;11;11;5;9;4;123
"353910 Pirapora do Bom Jesus";17;16;27;20;26;15;21;20;24;21;21;27;255
"353920 Pirapozinho";29;24;25;26;29;24;25;32;23;26;19;21;303
"353930 Pirassununga";79;65;75;75;79;75;70;69;73;74;64;67;865
"353940 Piratininga";14;11;13;10;22;13;15;14;15;13;13;16;169
"353950 Pitangueiras";51;43;41;40;39;46;48;37;36;38;41;37;497
"353960 Planalto";3;10;3;8;8;4;11;5;8;7;6;6;79
"353970 Platina";6;1;6;4;6;8;2;3;5;4;2;4;51
"353980 Poá";170;142;164;158;170;154;156;126;127;125;126;128;1746
"353990 Poloni";12;6;8;8;2;2;5;6;9;3;6;2;69
"354000 Pompéia";21;18;23;28;27;29;21;16;13;18;16;25;255
"354010 Pongaí";2;4;3;5;3;3;3;1;1;5;1;4;35
"354020 Pontal";46;55;43;62;31;55;46;45;40;55;44;70;592
"354025 Pontalinda";7;9;3;8;5;1;6;5;4;2;8;8;66
"354030 Pontes Gestal";-;5;3;1;6;3;1;2;2;-;2;5;30
"354040 Populina";1;9;3;6;3;4;4;4;1;2;5;1;43
"354050 Porangaba";8;6;13;3;2;3;6;6;7;10;5;10;79
"354060 Porto Feliz";72;47;78;62;58;62;65;62;57;44;53;55;715
"354070 Porto Ferreira";49;69;68;54;55;45;55;41;56;46;33;53;624
"354075 Potim";38;20;27;25;23;21;18;18;8;27;21;21;267
"354080 Potirendaba";26;17;18;20;17;18;26;14;19;13;12;20;220
"354085 Pracinha";2;4;-;-;1;2;3;2;3;-;2;2;21
"354090 Pradópolis";17;21;25;27;23;11;20;14;25;11;16;16;226
"354100 Praia Grande";379;376;369;377;405;403;388;329;341;305;336;383;4391
"354105 Pratânia";12;8;6;11;7;10;3;9;7;5;6;7;91
"354110 Presidente Alves";4;2;5;5;4;3;3;8;5;3;7;6;55
"354120 Presidente Bernardes";11;11;17;18;11;14;14;13;4;9;9;6;137
"354130 Presidente Epitácio";44;43;45;50;45;32;53;41;61;35;39;48;536
"354140 Presidente Prudente";260;220;244;267;263;234;210;256;213;208;245;260;2880
"354150 Presidente Venceslau";33;33;32;36;42;38;48;38;38;27;37;41;443
"354160 Promissão";44;33;43;51;45;40;37;47;35;41;36;36;488
"354165 Quadra";3;4;1;6;4;1;3;1;2;4;1;2;32
"354170 Quatá";9;22;15;21;20;19;16;10;15;14;12;17;190
"354180 Queiroz";4;3;3;-;3;3;1;1;2;4;2;7;33
"354190 Queluz";15;7;6;11;11;10;12;10;8;6;7;6;109
"354200 Quintana";10;7;8;11;6;11;8;2;4;10;6;5;88
"354210 Rafard";12;12;12;8;15;8;4;8;8;14;3;12;116
"354220 Rancharia";43;33;40;25;38;35;31;30;31;23;26;36;391
"354230 Redenção da Serra";2;6;7;1;2;3;5;4;3;3;6;1;43
"354240 Regente Feijó";30;27;10;24;21;23;22;22;28;20;11;21;259
"354250 Reginópolis";7;3;2;4;4;7;8;5;4;7;7;7;65
"354260 Registro";70;90;79;99;81;99;82;76;69;62;72;68;947
"354270 Restinga";4;9;14;6;14;11;12;6;7;5;13;13;114
"354280 Ribeira";9;1;4;5;3;2;3;3;5;3;2;7;47
"354290 Ribeirão Bonito";13;13;20;7;20;17;9;12;14;10;12;18;165
"354300 Ribeirão Branco";25;13;26;31;21;21;25;33;30;28;22;27;302
"354310 Ribeirão Corrente";1;7;3;3;8;5;12;9;9;6;7;4;74
"354320 Ribeirão do Sul";6;3;5;5;2;8;6;5;3;4;3;6;56
"354323 Ribeirão dos Índios";-;3;2;1;1;2;3;2;1;-;1;-;16
"354325 Ribeirão Grande";12;9;7;13;10;7;8;3;9;7;6;11;102
"354330 Ribeirão Pires";99;108;141;127;123;123;136;123;122;101;109;92;1404
"354340 Ribeirão Preto";714;721;732;800;747;744;707;676;703;653;699;732;8628
"354360 Rifaina";-;3;5;4;2;2;5;-;3;6;8;5;43
"354370 Rincão";9;13;14;12;10;9;12;5;13;13;5;16;131
"354380 Rinópolis";13;6;8;13;6;8;13;10;10;8;4;12;111
"354390 Rio Claro";194;191;225;249;257;221;223;179;198;177;193;234;2541
"354400 Rio das Pedras";52;42;43;41;36;32;34;37;36;34;29;31;447
"354410 Rio Grande da Serra";65;67;47;60;61;38;54;54;52;47;63;55;663
"354420 Riolândia";19;14;17;9;18;12;13;6;5;6;5;11;135
"354350 Riversul";6;2;9;9;5;11;1;8;5;7;4;3;70
"354425 Rosana";27;20;23;25;24;9;14;18;18;23;16;25;242
"354430 Roseira";9;17;10;12;9;14;7;5;10;10;9;15;127
"354440 Rubiácea";5;4;11;3;4;5;4;1;4;3;2;1;47
"354450 Rubinéia";5;3;1;3;2;2;3;2;3;4;2;4;34
"354460 Sabino";2;7;5;6;5;5;3;8;4;3;4;4;56
"354470 Sagres";1;5;4;3;-;2;4;1;6;-;4;1;31
"354480 Sales";3;6;3;4;8;3;8;4;5;7;-;9;60
"354490 Sales Oliveira";9;9;8;8;9;12;13;5;19;6;8;14;120
"354500 Salesópolis";17;15;19;8;21;16;24;17;12;14;12;14;189
"354510 Salmourão";1;3;6;2;3;5;3;7;1;7;3;5;46
"354515 Saltinho";10;7;8;7;9;9;8;6;4;7;5;6;86
"354520 Salto";120;126;168;136;131;131;133;132;124;108;112;141;1562
"354530 Salto de Pirapora";47;64;65;61;51;43;58;41;42;55;43;38;608
"354540 Salto Grande";10;5;9;8;4;14;13;6;16;9;10;12;116
"354550 Sandovalina";5;9;3;6;7;5;3;2;8;3;4;6;61
"354560 Santa Adélia";16;20;13;17;17;22;13;13;17;6;8;8;170
"354570 Santa Albertina";8;8;8;5;9;3;3;6;8;7;8;12;85
"354580 Santa Bárbara d'Oeste";192;196;223;206;214;205;206;201;166;150;166;204;2329
"354600 Santa Branca";7;13;14;13;15;14;10;14;3;9;16;11;139
"354610 Santa Clara d'Oeste";4;3;7;1;7;3;2;8;2;3;1;-;41
"354620 Santa Cruz da Conceição";4;1;3;2;5;4;3;2;4;-;2;7;37
"354625 Santa Cruz da Esperança";-;1;1;4;2;1;2;1;-;4;2;3;21
"354630 Santa Cruz das Palmeiras";27;33;41;39;40;28;39;28;29;27;18;36;385
"354640 Santa Cruz do Rio Pardo";62;37;47;62;53;51;53;48;57;43;42;49;604
"354650 Santa Ernestina";6;7;9;11;3;3;6;2;3;1;5;8;64
"354660 Santa Fé do Sul";42;31;28;34;28;31;32;32;30;32;32;31;383
"354670 Santa Gertrudes";36;33;37;33;25;24;21;20;20;34;30;28;341
"354680 Santa Isabel";63;65;72;77;66;74;61;61;75;66;45;59;784
"354690 Santa Lúcia";8;7;11;12;9;8;11;4;10;8;10;6;104
"354700 Santa Maria da Serra";6;4;9;8;9;2;8;8;12;5;7;12;90
"354710 Santa Mercedes";4;5;3;3;5;2;3;3;3;2;3;5;41
"354740 Santa Rita d'Oeste";4;4;-;2;3;3;-;-;-;2;3;2;23
"354750 Santa Rita do Passa Quatro";15;24;22;29;26;20;33;26;27;18;23;14;277
"354760 Santa Rosa de Viterbo";25;23;32;35;29;35;25;33;21;18;23;20;319
"354765 Santa Salete";3;2;1;1;-;2;-;-;-;-;-;1;10
"354720 Santana da Ponte Pensa";-;2;1;1;3;2;1;1;2;3;1;1;18
"354730 Santana de Parnaíba";187;173;182;166;205;172;200;169;211;172;155;190;2182
"354770 Santo Anastácio";19;17;27;16;25;20;20;14;15;14;18;20;225
"354780 Santo André";752;744;812;786;769;793;775;748;821;715;658;780;9153
"354790 Santo Antônio da Alegria";3;10;8;2;6;2;5;4;6;4;4;1;55
"354800 Santo Antônio de Posse";40;18;24;18;20;26;27;26;33;13;17;24;286
"354805 Santo Antônio do Aracanguá";8;9;11;7;10;12;14;11;9;13;6;5;115
"354810 Santo Antônio do Jardim";5;6;4;4;6;7;2;3;3;3;2;10;55
"354820 Santo Antônio do Pinhal";12;4;7;7;2;8;7;9;6;6;4;4;76
"354830 Santo Expedito";5;1;2;4;5;5;4;2;1;4;2;3;38
"354840 Santópolis do Aguapeí";5;5;7;2;1;8;5;3;6;1;7;5;55
"354850 Santos";418;464;436;449;499;415;458;438;430;381;348;375;5111
"354860 São Bento do Sapucaí";16;9;9;10;17;14;14;9;14;13;14;12;151
"354870 São Bernardo do Campo";920;928;985;990;1041;959;960;952;922;835;836;929;11257
"354880 São Caetano do Sul";146;145;173;137;158;160;159;149;160;145;125;173;1830
"354890 São Carlos";274;264;258;323;254;241;260;258;280;230;263;278;3183
"354900 São Francisco";1;2;7;1;2;4;1;2;4;-;2;1;27
"354910 São João da Boa Vista";86;92;64;89;108;79;88;69;78;83;82;92;1010
"354920 São João das Duas Pontes";-;5;2;3;1;2;5;2;2;1;5;2;30
"354925 São João de Iracema";2;3;1;3;1;1;-;3;1;1;1;3;20
"354930 São João do Pau d'Alho";1;1;1;4;3;1;4;-;3;3;2;3;26
"354940 São Joaquim da Barra";51;58;53;62;43;54;49;57;45;48;42;42;604
"354950 São José da Bela Vista";9;7;9;2;11;8;10;2;8;14;10;15;105
"354960 São José do Barreiro";6;1;5;2;1;3;1;6;4;2;5;4;40
"354970 São José do Rio Pardo";58;76;67;59;43;37;69;69;52;55;45;60;690
"354980 São José do Rio Preto";496;504;547;543;504;494;484;446;444;458;425;426;5771
"354990 São José dos Campos";900;847;880;883;904;808;848;767;802;740;784;774;9937
"354995 São Lourenço da Serra";15;18;12;19;20;20;21;17;20;21;16;16;215
"355000 São Luís do Paraitinga";10;15;6;10;10;8;16;7;10;4;7;13;116
"355010 São Manuel";35;50;46;49;52;46;53;38;40;25;34;45;513
"355020 São Miguel Arcanjo";33;33;38;33;40;33;29;46;36;26;32;43;422
"355030 São Paulo";15041;14266;15505;15167;15528;14642;15131;14468;14696;13722;13101;14573;175840
"355040 São Pedro";24;30;51;36;30;41;37;31;26;21;28;38;393
"355050 São Pedro do Turvo";3;9;7;10;16;6;9;5;2;5;5;9;86
"355060 São Roque";89;92;94;71;93;106;120;87;95;89;82;112;1130
"355070 São Sebastião";118;112;124;122;116;106;117;108;108;108;92;92;1323
"355080 São Sebastião da Grama";19;11;7;9;13;12;10;10;14;2;6;13;126
"355090 São Simão";13;11;14;12;11;14;21;12;11;12;10;17;158
"355100 São Vicente";423;438;501;507;478;474;488;387;396;377;340;384;5193
"355110 Sarapuí";11;4;9;9;9;6;10;13;10;8;7;13;109
"355120 Sarutaiá";5;5;4;4;5;3;5;9;3;2;2;3;50
"355130 Sebastianópolis do Sul";2;2;5;2;4;4;4;4;4;4;4;1;40
"355140 Serra Azul";9;15;16;7;13;18;14;9;9;11;12;14;147
"355160 Serra Negra";23;29;35;26;25;37;18;25;30;22;17;13;300
"355150 Serrana";54;47;81;52;56;60;48;49;54;49;56;52;658
"355170 Sertãozinho";165;167;142;175;158;143;149;132;125;139;133;168;1796
"355180 Sete Barras";16;15;13;19;19;25;23;9;15;13;8;17;192
"355190 Severínia";18;18;16;11;20;17;21;16;17;22;19;14;209
"355200 Silveiras";3;4;9;4;10;3;9;8;7;5;3;3;68
"355210 Socorro";38;38;29;31;37;35;41;41;32;24;34;27;407
"355220 Sorocaba";786;808;781;782;810;753;785;713;749;680;680;766;9093
"355230 Sud Mennucci";6;7;10;12;13;5;8;8;9;7;6;12;103
"355240 Sumaré";325;313;381;337;361;291;357;355;291;313;283;290;3897
"355255 Suzanápolis";7;5;3;-;5;-;4;2;-;3;5;3;37
"355250 Suzano";410;385;393;369;417;374;423;387;367;341;324;361;4551
"355260 Tabapuã";8;11;14;18;12;14;10;13;12;8;16;13;149
"355270 Tabatinga";16;14;18;19;21;12;15;13;18;13;9;17;185
"355280 Taboão da Serra";413;395;413;438;441;422;398;378;360;373;363;361;4755
"355290 Taciba";3;6;7;10;4;6;8;6;2;9;4;8;73
"355300 Taguaí";11;15;22;20;15;10;17;16;9;7;14;11;167
"355310 Taiaçu";5;6;7;5;6;4;12;7;4;5;6;7;74
"355320 Taiúva";6;4;8;2;8;8;4;4;3;6;1;5;59
"355330 Tambaú";28;32;27;32;25;22;18;26;17;22;28;25;302
"355340 Tanabi";20;25;19;31;26;23;29;18;23;22;25;40;301
"355350 Tapiraí";9;6;10;10;12;5;9;7;6;6;5;4;89
"355360 Tapiratiba";8;12;10;16;9;17;11;7;13;13;8;14;138
"355365 Taquaral";2;3;-;3;8;2;3;2;1;1;1;4;30
"355370 Taquaritinga";66;49;54;65;83;41;55;60;40;50;50;69;682
"355380 Taquarituba";19;23;36;21;25;27;21;18;18;24;21;29;282
"355385 Taquarivaí";5;6;6;7;5;10;4;7;3;7;12;4;76
"355390 Tarabai";12;9;8;9;11;4;8;9;6;6;4;5;91
"355395 Tarumã";20;21;11;19;28;18;15;19;16;18;16;12;213
"355400 Tatuí";157;151;148;205;167;120;160;119;162;137;128;139;1793
"355410 Taubaté";332;383;348;344;379;373;392;323;347;317;302;350;4190
"355420 Tejupá";8;7;6;7;7;6;4;1;4;7;2;4;63
"355430 Teodoro Sampaio";30;25;26;35;30;27;27;31;39;29;29;28;356
"355440 Terra Roxa";9;14;14;10;7;5;7;7;6;11;6;7;103
"355450 Tietê";43;38;36;44;42;46;42;27;26;36;48;32;460
"355460 Timburi";3;-;1;1;2;5;5;2;2;2;2;5;30
"355465 Torre de Pedra";4;4;1;3;1;3;4;1;2;-;1;3;27
"355470 Torrinha";13;6;5;11;8;11;10;5;7;6;9;6;97
"355475 Trabiju";1;2;1;1;1;2;1;3;2;-;2;2;18
"355480 Tremembé";44;71;33;53;55;61;53;48;47;32;38;45;580
"355490 Três Fronteiras";5;5;11;8;11;7;1;3;7;7;6;9;80
"355495 Tuiuti";13;3;5;9;2;3;13;4;6;5;4;8;75
"355500 Tupã";62;54;80;60;81;72;71;55;53;50;67;77;782
"355510 Tupi Paulista";14;18;22;18;20;15;12;21;24;14;9;9;196
"355520 Turiúba";2;1;2;-;-;-;1;-;2;1;2;2;13
"355530 Turmalina";1;2;1;1;2;-;-;1;-;-;2;-;10
"355535 Ubarana";6;7;6;5;6;6;15;5;8;5;4;8;81
"355540 Ubatuba";112;77;114;113;113;94;87;93;90;86;97;94;1170
"355550 Ubirajara";8;3;9;8;6;1;8;4;5;8;4;5;69
"355560 Uchoa";4;10;8;8;12;12;8;4;7;21;14;14;122
"355570 União Paulista";2;3;-;2;1;5;2;2;2;1;-;1;21
"355580 Urânia";14;7;5;10;9;5;11;4;4;11;17;15;112
"355590 Uru";4;1;1;-;1;-;-;1;3;-;-;3;14
"355600 Urupês";10;9;7;10;11;12;11;18;12;14;11;10;135
"355610 Valentim Gentil";27;12;15;11;14;10;13;12;8;9;16;21;168
"355620 Valinhos";123;131;115;121;102;109;138;107;116;112;117;125;1416
"355630 Valparaíso";32;32;27;28;29;33;37;30;25;33;23;28;357
"355635 Vargem";12;-;6;13;9;11;5;13;12;9;8;9;107
"355640 Vargem Grande do Sul";63;42;36;39;57;55;57;51;45;36;44;55;580
"355645 Vargem Grande Paulista";78;55;63;67;77;61;58;64;56;58;57;44;738
"355650 Várzea Paulista";145;148;153;156;146;170;147;141;155;127;126;139;1753
"355660 Vera Cruz";8;8;15;23;12;11;12;7;10;11;10;6;133
"355670 Vinhedo";77;100;113;76;69;82;82;78;70;67;68;71;953
"355680 Viradouro";30;34;23;22;30;18;18;18;19;10;21;14;257
"355690 Vista Alegre do Alto";12;10;10;1;4;5;5;5;5;4;6;13;80
"355695 Vitória Brasil";3;-;2;6;2;1;-;2;3;1;1;3;24
"355700 Votorantim";161;154;163;153;154;125;138;129;142;102;121;146;1688
"355710 Votuporanga";104;90;95;99;118;89;84;76;78;80;89;83;1085
"355715 Zacarias";-;1;2;4;4;2;4;1;2;5;1;2;28
"350000 Município ignorado - SP";3;1;1;1;1;2;-;1;2;1;2;-;15
"Total";53623;51604;55839;55282;56264;52499;53840;50341;50729;47640;46373;51653;625687
 Fonte: MS/SVS/DASIS - Sistema de Informações sobre Nascidos Vivos - SINASC
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Nascidos Vivos, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Consolidação do Sistema de Informações sobre Nascidos Vivos - 2011".
 
 * A categorização da "Adequação quantitativa de pré-natal" mostrada na variável "Adeq quant pré-natal" considera o início do
 pré-natal no primeiro trimestre e um mínimo de seis consultas de pré-natal –, sendo gravada em campo chamado Kotelchuck no
 arquivo disponível para download, calculado a partir dos campos “33 – Número de consultas pré-natal” (Mesprenat) e “34 – Mês de gestação em que iniciou o pré-natal” (Consprenat).
 Maiores informações no documento "Saúde Brasil 2017: uma análise da situação de saúde e os desafios para o alcance dos Objetivos de Desenvolvi
 
